x;y;z;E;n
-37;-8;21;1;1
-37;-8;23;1;1
-37;-7;11;1;1
-37;-7;14;0;1
-37;-6;19;0;1
-37;-6;23;1;1
-37;-5;12;1;1
-37;-5;15;1;1
-37;-5;18;1;1
-37;-5;22;0;1
-37;-4;10;1;1
-37;-4;16;0;1
-37;-4;22;1;1
-37;-3;17;1;1
-37;-3;21;0;1
-37;-3;22;1;1
-37;-3;23;1;1
-37;-2;15;1;1
-37;-2;18;1;1
-37;-2;23;0;1
-37;-2;24;0;1
-37;-1;11;1;1
-37;0;10;1;1
-37;0;23;0;1
-37;0;24;0;1
-37;1;12;0;1
-37;1;23;0;1
-37;2;12;1;1
-37;2;18;0;1
-37;3;12;0;1
-37;3;13;1;1
-37;3;17;1;1
-37;3;24;0;1
-37;4;11;1;1
-37;4;13;1;1
-37;4;15;0;1
-37;4;16;1;1
-37;4;17;0;1
-37;5;12;1;1
-37;5;14;1;1
-37;5;17;0;1
-37;5;23;1;1
-37;6;13;1;1
-37;6;17;1;1
-37;6;20;1;1
-37;7;12;1;1
-37;7;13;0;1
-37;7;17;0;1
-37;7;22;1;1
-37;8;12;0;1
-37;8;21;0;1
-37;9;13;0;1
-37;9;18;1;1
-37;9;21;0;1
-37;10;22;1;1
-37;12;15;1;1
-37;12;17;1;1
-37;12;18;1;1
-37;13;12;0;1
-37;13;13;1;1
-37;14;13;1;1
-37;14;15;1;1
-37;14;16;0;1
-37;15;17;0;1
-37;16;11;0;1
-37;16;15;0;1
-37;16;17;0;1
-37;17;13;1;1
-37;17;15;0;1
-37;17;16;1;1
-37;18;16;1;1
-37;19;12;1;1
-37;19;13;1;1
-37;20;12;0;1
-36;-22;12;0;1
-36;-21;12;1;1
-36;-21;14;1;1
-36;-20;13;1;1
-36;-19;13;0;1
-36;-17;17;0;1
-36;-16;12;1;1
-36;-15;15;0;1
-36;-14;21;0;1
-36;-13;19;1;1
-36;-12;14;1;1
-36;-12;15;0;1
-36;-11;11;1;1
-36;-11;14;0;1
-36;-11;18;1;1
-36;-11;23;1;1
-36;-10;13;0;1
-36;-10;16;1;1
-36;-9;17;1;1
-36;-9;21;0;1
-36;-8;10;1;1
-36;-8;21;1;1
-36;-8;22;1;1
-36;-8;23;0;1
-36;-7;10;1;1
-36;-7;14;0;1
-36;-7;17;1;1
-36;-7;21;0;1
-36;-7;24;1;1
-36;-6;10;1;1
-36;-6;16;0;1
-36;-6;17;0;1
-36;-6;19;1;1
-36;-6;25;1;1
-36;-5;15;1;1
-36;-5;24;1;1
-36;-5;25;1;1
-36;-4;17;0;1
-36;-4;20;0;1
-36;-4;24;1;1
-36;-3;12;1;1
-36;-3;14;0;1
-36;-3;15;1;1
-36;-3;22;1;1
-36;-2;16;1;1
-36;-2;17;0;1
-36;-1;10;0;1
-36;-1;11;1;1
-36;-1;24;0;1
-36;0;13;0;1
-36;0;19;0;1
-36;0;21;1;1
-36;0;22;0;1
-36;1;14;0;1
-36;2;16;1;1
-36;2;19;1;1
-36;2;20;0;1
-36;2;24;0;1
-36;3;17;0;1
-36;3;19;0;1
-36;3;21;1;1
-36;4;10;1;1
-36;4;19;1;1
-36;5;23;0;1
-36;5;24;0;1
-36;6;20;1;1
-36;6;22;1;1
-36;6;25;0;1
-36;7;17;1;1
-36;7;18;1;1
-36;7;22;0;1
-36;7;25;0;1
-36;8;11;0;1
-36;8;18;1;1
-36;9;17;0;1
-36;9;19;0;1
-36;9;20;1;1
-36;10;15;0;1
-36;11;11;1;1
-36;11;13;0;1
-36;11;21;1;1
-36;12;11;1;1
-36;12;14;0;1
-36;12;17;1;1
-36;12;19;1;1
-36;12;20;0;1
-36;13;14;1;1
-36;13;15;1;1
-36;13;20;1;1
-36;14;11;1;1
-36;14;13;1;1
-36;14;17;1;1
-36;15;14;0;1
-36;16;13;1;1
-36;17;13;1;1
-36;17;15;0;1
-36;19;13;0;1
-36;20;16;0;1
-36;21;13;1;1
-36;22;13;1;1
-35;-22;14;1;1
-35;-21;17;1;1
-35;-20;12;1;1
-35;-20;16;1;1
-35;-19;15;1;1
-35;-19;16;1;1
-35;-19;17;0;1
-35;-18;20;1;1
-35;-17;11;1;1
-35;-17;14;0;1
-35;-17;15;0;1
-35;-16;11;1;1
-35;-16;13;1;1
-35;-16;14;1;1
-35;-16;17;0;1
-35;-16;18;1;1
-35;-16;20;0;1
-35;-15;11;0;1
-35;-15;13;1;1
-35;-15;14;1;1
-35;-15;21;1;1
-35;-14;19;0;1
-35;-14;23;1;1
-35;-13;15;0;1
-35;-13;24;0;1
-35;-12;13;0;1
-35;-12;19;1;1
-35;-12;21;1;1
-35;-12;23;1;1
-35;-11;11;0;1
-35;-11;16;0;1
-35;-11;23;0;1
-35;-11;24;1;1
-35;-10;13;1;1
-35;-10;16;1;1
-35;-10;20;0;1
-35;-10;21;1;1
-35;-9;11;0;1
-35;-9;13;1;1
-35;-9;14;0;1
-35;-9;19;0;1
-35;-9;24;0;1
-35;-9;25;0;1
-35;-8;10;1;1
-35;-8;11;0;1
-35;-8;22;1;1
-35;-8;23;1;1
-35;-8;26;1;1
-35;-7;14;1;1
-35;-7;20;1;1
-35;-7;23;1;1
-35;-6;13;1;1
-35;-6;17;0;1
-35;-6;19;1;1
-35;-6;22;1;1
-35;-6;26;0;1
-35;-5;12;1;1
-35;-5;17;1;1
-35;-5;21;1;1
-35;-4;27;0;1
-35;-3;11;0;1
-35;-3;12;0;1
-35;-3;14;1;1
-35;-3;22;0;1
-35;-2;22;1;1
-35;-2;27;0;1
-35;0;11;1;1
-35;0;18;0;1
-35;0;21;0;1
-35;1;18;1;1
-35;1;26;1;1
-35;2;16;1;1
-35;2;21;1;1
-35;2;24;1;1
-35;3;14;0;1
-35;3;16;1;1
-35;3;20;0;1
-35;4;12;0;1
-35;4;19;1;1
-35;4;20;1;1
-35;4;23;0;1
-35;5;12;1;1
-35;5;14;1;1
-35;5;24;0;1
-35;6;17;1;1
-35;6;20;1;1
-35;6;24;1;1
-35;6;25;0;1
-35;6;26;0;1
-35;7;10;1;1
-35;7;19;1;1
-35;7;23;0;1
-35;7;25;0;1
-35;8;11;0;1
-35;8;15;0;1
-35;8;22;0;1
-35;9;19;0;1
-35;10;14;1;1
-35;10;23;1;1
-35;11;10;1;1
-35;11;13;1;1
-35;11;20;0;1
-35;13;19;0;1
-35;14;16;0;1
-35;14;19;0;1
-35;15;12;1;1
-35;16;16;0;1
-35;16;20;1;1
-35;17;16;0;1
-35;18;13;1;1
-35;18;20;1;1
-35;19;19;0;1
-35;20;11;1;1
-35;22;14;0;1
-35;22;16;1;1
-35;23;14;1;1
-35;24;13;1;1
-34;-24;13;0;1
-34;-24;14;0;1
-34;-24;15;1;1
-34;-23;15;1;1
-34;-22;14;1;1
-34;-22;16;0;1
-34;-21;12;1;1
-34;-21;16;1;1
-34;-21;18;0;1
-34;-20;16;0;1
-34;-20;17;0;1
-34;-20;18;0;1
-34;-19;14;1;1
-34;-19;18;1;1
-34;-18;12;0;1
-34;-18;21;0;1
-34;-18;22;1;1
-34;-17;20;1;1
-34;-15;12;0;1
-34;-15;20;1;1
-34;-14;18;1;1
-34;-12;12;1;1
-34;-12;21;0;1
-34;-12;24;0;1
-34;-11;16;0;1
-34;-11;18;0;1
-34;-10;11;0;1
-34;-10;15;0;1
-34;-10;16;1;1
-34;-10;19;1;1
-34;-9;17;0;1
-34;-9;21;0;1
-34;-7;16;1;1
-34;-7;26;1;1
-34;-6;11;1;1
-34;-6;20;1;1
-34;-5;13;1;1
-34;-5;16;1;1
-34;-5;18;0;1
-34;-5;19;0;1
-34;-5;22;0;1
-34;-5;26;1;1
-34;-4;12;1;1
-34;-4;13;0;1
-34;-4;17;1;1
-34;-4;22;1;1
-34;-3;15;0;1
-34;-3;21;1;1
-34;-3;24;0;1
-34;-3;28;0;1
-34;-2;11;1;1
-34;-2;14;1;1
-34;-2;27;1;1
-34;-2;28;1;1
-34;-1;10;0;1
-34;-1;12;1;1
-34;-1;15;1;1
-34;-1;27;1;1
-34;0;25;1;1
-34;1;20;0;1
-34;1;26;1;1
-34;2;14;0;1
-34;2;16;0;1
-34;2;27;0;1
-34;2;28;0;1
-34;3;14;0;1
-34;3;15;1;1
-34;3;17;0;1
-34;3;21;1;1
-34;3;26;0;1
-34;4;16;0;1
-34;4;18;0;1
-34;4;23;1;1
-34;4;24;0;1
-34;4;27;1;1
-34;5;12;0;1
-34;5;14;1;1
-34;5;20;0;1
-34;5;23;0;1
-34;5;28;0;1
-34;7;10;1;1
-34;7;13;0;1
-34;7;16;1;1
-34;7;18;0;1
-34;7;22;1;1
-34;7;23;0;1
-34;8;12;1;1
-34;8;16;1;1
-34;8;20;0;1
-34;8;22;0;1
-34;9;14;0;1
-34;9;18;0;1
-34;9;25;0;1
-34;9;26;1;1
-34;10;12;1;1
-34;10;23;1;1
-34;11;11;1;1
-34;11;12;0;1
-34;11;13;1;1
-34;11;16;0;1
-34;11;18;1;1
-34;11;25;0;1
-34;12;12;1;1
-34;12;13;0;1
-34;12;16;1;1
-34;12;19;1;1
-34;12;20;0;1
-34;12;23;0;1
-34;13;10;0;1
-34;13;11;1;1
-34;13;15;0;1
-34;13;18;1;1
-34;13;24;0;1
-34;14;10;0;1
-34;14;12;0;1
-34;14;20;1;1
-34;14;21;1;1
-34;15;15;1;1
-34;16;14;1;1
-34;16;19;1;1
-34;16;20;0;1
-34;17;20;1;1
-34;17;22;1;1
-34;18;13;1;1
-34;18;20;0;1
-34;19;20;1;1
-34;20;18;1;1
-34;20;20;1;1
-34;22;11;1;1
-34;22;13;1;1
-34;22;18;1;1
-34;23;13;1;1
-33;-23;18;0;1
-33;-22;12;0;1
-33;-22;16;1;1
-33;-21;12;0;1
-33;-21;17;0;1
-33;-21;19;1;1
-33;-21;20;1;1
-33;-21;21;0;1
-33;-20;11;1;1
-33;-20;15;0;1
-33;-20;19;1;1
-33;-19;17;1;1
-33;-19;18;1;1
-33;-18;12;0;1
-33;-18;14;1;1
-33;-18;18;0;1
-33;-18;20;0;1
-33;-17;10;0;1
-33;-17;15;0;1
-33;-17;17;0;1
-33;-16;11;0;1
-33;-16;14;0;1
-33;-16;18;0;1
-33;-16;23;1;1
-33;-15;11;1;1
-33;-15;23;1;1
-33;-14;17;1;1
-33;-14;18;1;1
-33;-14;25;0;1
-33;-14;26;0;1
-33;-13;13;0;1
-33;-13;16;0;1
-33;-13;17;1;1
-33;-12;12;0;1
-33;-12;16;1;1
-33;-12;23;0;1
-33;-12;24;1;1
-33;-11;17;0;1
-33;-10;10;0;1
-33;-10;13;1;1
-33;-10;14;1;1
-33;-10;17;1;1
-33;-10;20;1;1
-33;-10;24;1;1
-33;-10;26;1;1
-33;-9;11;0;1
-33;-9;13;1;1
-33;-9;15;0;1
-33;-9;18;0;1
-33;-9;20;1;1
-33;-9;21;1;1
-33;-9;26;1;1
-33;-8;12;0;1
-33;-8;14;0;1
-33;-7;13;0;1
-33;-7;19;1;1
-33;-7;21;1;1
-33;-6;12;0;1
-33;-6;16;0;1
-33;-6;20;0;1
-33;-6;22;1;1
-33;-6;28;1;1
-33;-5;13;0;1
-33;-5;15;1;1
-33;-5;17;1;1
-33;-5;21;1;1
-33;-5;28;0;1
-33;-4;22;0;1
-33;-4;27;1;1
-33;-4;29;1;1
-33;-3;13;0;1
-33;-3;15;0;1
-33;-3;16;0;1
-33;-3;19;0;1
-33;-3;26;1;1
-33;-2;10;0;1
-33;-2;14;1;1
-33;-2;15;0;1
-33;-2;19;0;1
-33;-2;27;0;1
-33;-2;28;1;1
-33;-1;9;0;1
-33;-1;18;1;1
-33;-1;22;0;1
-33;-1;28;1;1
-33;0;15;1;1
-33;0;19;1;1
-33;0;22;1;1
-33;0;23;0;1
-33;0;26;0;1
-33;0;29;1;1
-33;1;12;0;1
-33;1;16;0;1
-33;1;18;1;1
-33;1;22;0;1
-33;1;25;1;1
-33;1;26;0;1
-33;2;17;1;1
-33;2;22;1;1
-33;2;26;1;1
-33;2;27;1;1
-33;3;14;1;1
-33;3;21;0;1
-33;3;22;1;1
-33;3;26;0;1
-33;3;27;1;1
-33;4;18;0;1
-33;5;10;1;1
-33;5;13;0;1
-33;5;15;0;1
-33;5;18;1;1
-33;5;19;1;1
-33;5;24;0;1
-33;5;25;1;1
-33;5;26;1;1
-33;5;27;1;1
-33;6;18;0;1
-33;6;22;1;1
-33;6;24;1;1
-33;6;26;1;1
-33;7;16;0;1
-33;7;18;1;1
-33;7;25;0;1
-33;7;26;1;1
-33;8;10;1;1
-33;8;17;0;1
-33;8;18;0;1
-33;8;19;0;1
-33;8;21;0;1
-33;8;23;1;1
-33;9;10;1;1
-33;9;21;1;1
-33;9;26;0;1
-33;9;28;0;1
-33;10;10;1;1
-33;10;19;0;1
-33;10;22;0;1
-33;11;10;0;1
-33;11;14;0;1
-33;11;20;1;1
-33;12;21;0;1
-33;12;22;1;1
-33;12;26;0;1
-33;14;14;0;1
-33;14;26;0;1
-33;15;11;0;1
-33;15;12;1;1
-33;16;13;0;1
-33;16;15;1;1
-33;16;16;0;1
-33;17;12;1;1
-33;17;21;0;1
-33;17;22;1;1
-33;17;23;0;1
-33;18;18;0;1
-33;18;20;1;1
-33;18;23;1;1
-33;19;11;0;1
-33;20;15;1;1
-33;21;13;1;1
-33;21;15;0;1
-33;21;19;1;1
-33;22;14;1;1
-33;22;17;0;1
-33;22;18;1;1
-33;23;15;1;1
-33;23;18;1;1
-33;24;16;1;1
-33;25;14;1;1
-33;26;12;0;1
-33;27;12;1;1
-32;-26;15;0;1
-32;-25;14;0;1
-32;-25;15;0;1
-32;-23;11;0;1
-32;-23;15;1;1
-32;-23;16;0;1
-32;-23;20;1;1
-32;-22;12;0;1
-32;-22;13;1;1
-32;-22;15;0;1
-32;-22;16;0;1
-32;-22;17;1;1
-32;-21;11;0;1
-32;-20;21;1;1
-32;-19;16;1;1
-32;-19;23;1;1
-32;-18;11;1;1
-32;-18;14;0;1
-32;-18;20;0;1
-32;-17;11;1;1
-32;-17;13;1;1
-32;-17;14;0;1
-32;-17;20;1;1
-32;-16;14;0;1
-32;-16;24;1;1
-32;-15;13;0;1
-32;-15;14;1;1
-32;-15;17;1;1
-32;-15;19;1;1
-32;-14;11;1;1
-32;-14;14;0;1
-32;-14;19;1;1
-32;-14;20;1;1
-32;-14;23;1;1
-32;-13;10;0;1
-32;-13;14;1;1
-32;-13;19;1;1
-32;-13;21;1;1
-32;-13;26;1;1
-32;-12;11;1;1
-32;-12;27;0;1
-32;-11;15;0;1
-32;-11;16;0;1
-32;-11;18;1;1
-32;-11;25;0;1
-32;-11;27;0;1
-32;-11;28;1;1
-32;-10;9;0;1
-32;-10;17;1;1
-32;-10;20;0;1
-32;-9;9;1;1
-32;-9;11;1;1
-32;-9;23;0;1
-32;-8;12;0;1
-32;-8;19;1;1
-32;-8;26;0;1
-32;-8;28;0;1
-32;-7;10;1;1
-32;-7;17;1;1
-32;-7;22;0;1
-32;-7;23;0;1
-32;-6;11;1;1
-32;-6;20;0;1
-32;-6;30;0;1
-32;-5;9;1;1
-32;-5;10;1;1
-32;-5;12;1;1
-32;-5;18;1;1
-32;-5;21;0;1
-32;-4;12;0;1
-32;-4;15;1;1
-32;-4;18;0;1
-32;-4;24;0;1
-32;-4;25;1;1
-32;-4;30;0;1
-32;-3;11;1;1
-32;-3;17;1;1
-32;-3;21;0;1
-32;-3;23;1;1
-32;-3;26;0;1
-32;-2;12;1;1
-32;-2;15;1;1
-32;-2;19;1;1
-32;-2;20;0;1
-32;-2;24;0;1
-32;-2;26;0;1
-32;-2;29;1;1
-32;-1;14;1;1
-32;-1;19;1;1
-32;-1;24;0;1
-32;-1;26;0;1
-32;-1;29;1;1
-32;0;19;1;1
-32;0;22;0;1
-32;0;23;1;1
-32;0;30;0;1
-32;1;9;1;1
-32;1;23;0;1
-32;1;25;0;1
-32;1;28;0;1
-32;2;12;1;1
-32;2;15;0;1
-32;2;23;1;1
-32;3;19;0;1
-32;3;30;0;1
-32;4;12;0;1
-32;4;18;1;1
-32;4;28;1;1
-32;4;30;0;1
-32;5;9;1;1
-32;5;13;0;1
-32;5;16;0;1
-32;5;20;1;1
-32;5;21;1;1
-32;6;9;0;1
-32;6;10;0;1
-32;6;14;0;1
-32;6;16;1;1
-32;6;20;0;1
-32;7;12;1;1
-32;7;19;1;1
-32;7;21;0;1
-32;7;25;1;1
-32;8;12;0;1
-32;8;18;1;1
-32;8;20;1;1
-32;9;10;1;1
-32;9;12;0;1
-32;9;18;0;1
-32;9;19;0;1
-32;9;20;1;1
-32;9;24;0;1
-32;10;9;0;1
-32;10;13;1;1
-32;10;16;0;1
-32;10;28;1;1
-32;11;10;0;1
-32;11;13;1;1
-32;11;14;1;1
-32;11;16;1;1
-32;11;17;0;1
-32;11;18;0;1
-32;11;25;1;1
-32;11;27;1;1
-32;12;14;0;1
-32;12;23;1;1
-32;12;24;0;1
-32;13;14;0;1
-32;13;16;0;1
-32;13;17;1;1
-32;13;18;1;1
-32;13;19;1;1
-32;13;22;0;1
-32;13;23;0;1
-32;13;25;0;1
-32;13;26;0;1
-32;15;14;0;1
-32;15;15;0;1
-32;15;16;0;1
-32;16;14;0;1
-32;16;15;0;1
-32;16;17;1;1
-32;17;13;0;1
-32;17;20;1;1
-32;17;23;0;1
-32;18;21;0;1
-32;19;12;1;1
-32;20;15;1;1
-32;20;16;1;1
-32;20;20;1;1
-32;20;21;1;1
-32;20;22;0;1
-32;21;13;0;1
-32;21;22;0;1
-32;22;14;1;1
-32;22;17;1;1
-32;22;18;1;1
-32;22;19;0;1
-32;22;20;1;1
-32;23;11;0;1
-32;23;12;1;1
-32;23;15;1;1
-32;23;18;0;1
-32;24;12;0;1
-32;24;18;1;1
-32;24;19;1;1
-32;25;13;0;1
-32;25;15;1;1
-32;25;17;0;1
-32;27;14;1;1
-31;-28;14;0;1
-31;-27;12;0;1
-31;-27;15;1;1
-31;-26;12;1;1
-31;-26;14;0;1
-31;-25;18;1;1
-31;-24;16;0;1
-31;-23;11;0;1
-31;-23;14;1;1
-31;-23;17;0;1
-31;-23;20;1;1
-31;-22;13;0;1
-31;-22;14;0;1
-31;-22;16;1;1
-31;-22;19;0;1
-31;-21;12;1;1
-31;-21;15;0;1
-31;-21;18;1;1
-31;-21;19;1;1
-31;-21;21;1;1
-31;-20;15;0;1
-31;-20;24;1;1
-31;-19;12;0;1
-31;-19;21;1;1
-31;-19;25;0;1
-31;-18;11;1;1
-31;-18;17;1;1
-31;-18;20;0;1
-31;-18;22;1;1
-31;-17;16;0;1
-31;-17;21;1;1
-31;-17;22;0;1
-31;-16;10;0;1
-31;-16;12;1;1
-31;-16;22;0;1
-31;-16;27;0;1
-31;-15;17;0;1
-31;-14;17;0;1
-31;-14;24;1;1
-31;-14;27;1;1
-31;-13;11;1;1
-31;-13;12;1;1
-31;-13;13;0;1
-31;-13;21;1;1
-31;-13;24;1;1
-31;-13;25;0;1
-31;-13;26;1;1
-31;-12;10;1;1
-31;-12;12;0;1
-31;-12;14;1;1
-31;-12;25;1;1
-31;-11;10;0;1
-31;-11;11;1;1
-31;-11;13;1;1
-31;-11;16;0;1
-31;-11;21;0;1
-31;-11;23;1;1
-31;-11;26;0;1
-31;-10;23;0;1
-31;-10;24;1;1
-31;-9;13;1;1
-31;-9;26;1;1
-31;-9;27;0;1
-31;-8;9;0;1
-31;-8;13;0;1
-31;-8;22;0;1
-31;-8;23;0;1
-31;-8;26;0;1
-31;-8;27;1;1
-31;-8;28;0;1
-31;-7;10;1;1
-31;-7;15;1;1
-31;-7;17;1;1
-31;-7;26;0;1
-31;-7;28;0;1
-31;-7;30;1;1
-31;-6;12;1;1
-31;-6;28;1;1
-31;-5;17;1;1
-31;-5;19;0;1
-31;-5;27;0;1
-31;-4;13;0;1
-31;-4;14;0;1
-31;-4;21;1;1
-31;-4;23;1;1
-31;-4;25;0;1
-31;-4;27;0;1
-31;-3;10;0;1
-31;-3;11;1;1
-31;-3;15;0;1
-31;-3;18;1;1
-31;-3;22;0;1
-31;-2;9;0;1
-31;-2;18;1;1
-31;-2;23;1;1
-31;-2;31;1;1
-31;-1;21;1;1
-31;-1;23;0;1
-31;-1;29;0;1
-31;0;9;0;1
-31;0;13;0;1
-31;0;17;1;1
-31;0;20;1;1
-31;1;9;0;1
-31;1;19;1;1
-31;1;22;1;1
-31;1;28;0;1
-31;2;13;0;1
-31;2;26;1;1
-31;3;9;1;1
-31;3;10;1;1
-31;3;13;0;1
-31;3;26;0;1
-31;4;9;1;1
-31;4;11;0;1
-31;4;13;1;1
-31;4;22;1;1
-31;4;25;1;1
-31;5;9;0;1
-31;5;13;1;1
-31;5;15;1;1
-31;5;17;0;1
-31;5;21;1;1
-31;5;22;1;1
-31;5;24;0;1
-31;6;11;0;1
-31;6;15;0;1
-31;6;17;0;1
-31;6;22;1;1
-31;6;24;0;1
-31;6;28;1;1
-31;7;16;0;1
-31;7;17;0;1
-31;7;19;1;1
-31;7;23;0;1
-31;7;29;1;1
-31;8;10;1;1
-31;8;13;0;1
-31;8;15;0;1
-31;8;23;1;1
-31;9;14;0;1
-31;9;16;0;1
-31;10;10;0;1
-31;10;12;0;1
-31;10;24;1;1
-31;10;25;0;1
-31;11;13;1;1
-31;11;18;0;1
-31;12;12;0;1
-31;12;16;1;1
-31;12;19;0;1
-31;12;29;0;1
-31;13;13;0;1
-31;13;16;0;1
-31;13;19;0;1
-31;13;23;1;1
-31;14;17;1;1
-31;14;19;1;1
-31;14;20;0;1
-31;14;25;1;1
-31;14;28;1;1
-31;15;11;1;1
-31;15;24;1;1
-31;15;25;0;1
-31;16;23;1;1
-31;16;26;1;1
-31;17;15;1;1
-31;17;17;0;1
-31;17;21;1;1
-31;18;14;0;1
-31;18;18;1;1
-31;19;14;0;1
-31;19;19;1;1
-31;19;20;0;1
-31;20;12;0;1
-31;20;14;0;1
-31;20;18;1;1
-31;20;20;1;1
-31;21;16;0;1
-31;22;17;0;1
-31;23;12;1;1
-31;23;15;0;1
-31;23;16;1;1
-31;23;18;1;1
-31;24;11;1;1
-31;24;13;0;1
-31;24;17;0;1
-31;24;20;1;1
-31;25;18;1;1
-30;-30;12;1;1
-30;-29;14;1;1
-30;-28;15;1;1
-30;-27;11;0;1
-30;-27;15;1;1
-30;-27;16;0;1
-30;-25;12;0;1
-30;-25;21;1;1
-30;-24;15;0;1
-30;-24;16;1;1
-30;-24;22;1;1
-30;-23;14;0;1
-30;-22;13;0;1
-30;-22;18;0;1
-30;-22;24;1;1
-30;-21;10;0;1
-30;-21;25;0;1
-30;-20;17;1;1
-30;-20;19;0;1
-30;-20;23;0;1
-30;-19;12;0;1
-30;-19;14;1;1
-30;-19;20;0;1
-30;-19;25;0;1
-30;-18;10;1;1
-30;-18;11;1;1
-30;-18;20;1;1
-30;-18;22;1;1
-30;-18;24;1;1
-30;-17;10;1;1
-30;-17;14;1;1
-30;-17;17;0;1
