x;y;z;E;n;objname;pgc;al2000;de2000;r
-25;30;10;1;1;PGC1473413;1473413;8,6419206;15,0305009;938194,633022895
-41;0;11;1;1;PGC1474838;1474838;11,9608266;15,0849931;960222,813331213
-21;20;7;1;1;PGC1474957;1474957;9,0579359;15,0897417;689844,287264889
-23;30;10;1;1;PGC1475007;1475007;8,4874019;15,0916456;899270,221310397
-40;4;10;1;1;PGC1475447;1475447;11,5706677;15,1073298;944632,150651364
-24;20;8;1;1;PGC1475946;1475946;9,3640276;15,1260203;753635,944640732
-22;28;9;1;1;PGC1476281;1476281;8,5725525;15,1367938;854419,711240738
-31;26;11;1;0;PGC1477904;1477904;9,3599769;15,1967415;965730,145230137
-23;33;11;1;1;PGC1478068;1478068;8,3445612;15,2024687;963564,848617188
-24;19;8;1;1;PGC1478807;1478807;9,4276013;15,2271528;741866,497614187
-41;0;11;1;1;PGC1478899;1478899;11,9585494;15,2300385;968133,384934549
-21;31;10;1;1;PGC1479885;1479885;8,3375832;15,264539;887605,600229201
-16;27;8;1;1;PGC1480297;1480297;8,06332;15,2791089;761168,90422346
-22;33;10;1;1;PGC1480416;1480416;8,2873763;15,2831016;936090,302958398
-19;32;10;1;1;PGC1481467;1481467;8,0775202;15,3204733;891409,209396502
-22;32;10;1;1;PGC1484746;1484746;8,3201191;15,4425074;910921,178379587
-40;0;11;1;0;PGC1485073;1485073;11,9690551;15,4545242;950287,516070853
-24;24;9;1;1;PGC1485568;1485568;9,0068726;15,4721457;798323,014121276
-27;10;8;1;1;PGC1485663;1485663;10,6094232;15,4754914;695752,984432712
-29;28;11;1;0;PGC1486122;1486122;9,0501149;15,494269;965666,683181155
-39;2;11;1;1;PGC1486367;1486367;11,7581872;15,5041217;936461,754308125
-25;20;8;1;1;PGC1486804;1486804;9,3924789;15,5203452;753651,194315035
-15;22;7;1;1;PGC1487698;1487698;8,3683183;15,554258;635880,183842122
-28;30;11;1;1;PGC1488066;1488066;8,8948365;15,5688627;967793,007925947
-15;21;7;1;0;PGC1488256;1488256;8,3687262;15,5771605;605212,204275776
-39;4;11;1;0;PGC1488585;1488585;11,5920836;15,5898627;936459,415376148
-24;28;10;1;1;PGC1489565;1489565;8,7270654;15,6323341;868272,502975339
-40;4;11;1;1;PGC1489902;1489902;11,5786782;15,6466381;954408,320614422
-35;0;9;1;1;PGC1492325;1492325;11,9990201;15,7446875;819765,450587042
-20;32;10;1;1;PGC1492534;1492534;8,119735;15,7536706;895331,487547138
-27;9;8;1;0;PGC1492781;1492781;10,708489;15,764155;680295,676316396
-36;7;10;1;1;PGC1493303;1493303;11,2009519;15,7861335;870369,069878539
-26;15;8;1;1;PGC1493376;1493376;9,9667313;15,7894565;707398,522107972
-25;5;7;1;1;PGC1494499;1494499;11,1407867;15,8377032;620844,899754472
-39;4;11;1;0;PGC1495013;1495013;11,6161054;15,8602271;934852,726874297
-39;0;11;1;1;PGC1495207;1495207;11,9622901;15,868141;930871,960325563
-15;27;8;1;1;PGC1495221;1495221;8,0087458;15,8689299;740164,701979756
-24;31;11;1;0;PGC1495904;1495904;8,5317221;15,8981945;928509,150568712
-14;21;7;1;1;PGC1496010;1496010;8,2359104;15,9026314;609003,594140698
-13;22;7;1;1;PGC1496147;1496147;8,0541837;15,9080796;612738,334264206
-29;30;12;1;1;PGC1496571;1496571;8,9345686;15,9269506;985011,200007051
-23;29;10;1;0;PGC1496895;1496895;8,5702322;15,9395007;891505,217534509
-22;34;11;1;1;PGC1497030;1497030;8,242442;15,94424;969361,254184046
-31;9;9;1;0;PGC1497611;1497611;10,8936022;15,9702689;761443,65157241
-30;28;11;1;0;PGC1497750;1497750;9,1360725;15,976045;977451,727598281
-29;27;11;1;1;PGC1498885;1498911;9,1327426;16,0241644;936205,126228235
-30;28;12;1;1;PGC1499330;1499330;9,1376158;16,042133;983421,999739309
-24;33;11;1;0;PGC1501150;1501150;8,3872387;16,1193433;969428,862204378
-32;9;9;1;1;PGC1501433;1501433;10,9203163;16,1302662;798517,79791003
-23;26;10;1;1;PGC1502622;1502622;8,7395881;16,178117;821282,387885161
-16;26;9;1;1;PGC1502711;1502711;8,1254093;16,1819282;730195,804789579
-30;28;12;1;1;PGC1503105;1503105;9,1434709;16,1979767;973641,617242812
-30;28;12;1;1;PGC1503347;1503347;9,1443709;16,2081721;971570,15116252
-28;29;12;1;0;PGC1503750;1503750;8,9106829;16,2254147;971534,157354325
-20;20;8;1;0;PGC1504104;1504104;9,0448623;16,2398791;682009,990668518
-41;4;12;1;0;PGC1504499;1504499;11,5766134;16,2568079;974005,743714574
-27;32;12;1;0;PGC1505024;1505024;8,6912417;16,2785713;993095,038783144
-40;3;11;1;0;PGC1505134;1505134;11,6345627;16,2834482;948267,243345014
-14;21;7;1;1;PGC1505456;1505456;8,2860571;16,2970285;603355,549997934
-21;32;11;1;1;PGC1505630;1505630;8,2879262;16,3041216;914899,268385602
-16;26;9;1;1;PGC1505759;1505759;8,119356;16,3120474;728273,920883724
-25;31;11;1;1;PGC1505890;1505890;8,6322732;16,3179705;952109,040253955
-39;0;11;1;1;PGC1506758;1506758;11,9224644;16,3540307;930839,687542562
-21;32;11;1;1;PGC1506835;1506835;8,2427226;16,3569153;903107,373691736
-14;21;7;1;1;PGC1507183;1507183;8,2835653;16,3709144;612731,486293522
-22;30;11;1;1;PGC1507759;1507759;8,42451;16,3939135;903158,227599917
-23;18;8;1;0;PGC1508238;1508238;9,4296763;16,4143148;691694,595240891
-25;26;10;1;0;PGC1508283;1508283;8,8974711;16,4164745;858472,714668056
-38;18;12;1;0;PGC1508427;1508427;10,2727959;16,4226689;994936,279213124
-31;3;9;1;0;PGC1508492;1508492;11,6119589;16,4258732;751868,086796324
-37;19;12;1;0;PGC1508490;1508490;10,1125789;16,4253162;989414,095872095
-25;27;10;1;0;PGC1508769;1508769;8,8869299;16,4377378;871998,859078716
-14;21;7;1;1;PGC1509080;1509080;8,2808853;16,4510871;603367,503509775
-26;0;7;1;0;PGC1509053;1509053;11,9417406;16,4497824;613014,14117021
-39;0;11;1;1;PGC1509356;1509356;11,9335031;16,4628469;938546,388033843
-36;21;12;1;0;PGC1509492;1509492;9,9676654;16,4684321;981381,839567091
-15;26;9;1;1;PGC1509649;1509649;8,0517924;16,4742951;726422,68143714
-33;7;10;1;1;PGC1509822;1509822;11,1882141;16,4817209;814053,632131415
-22;26;10;1;1;PGC1509944;1509944;8,6453713;16,4872252;817690,845179302
-13;22;7;1;1;PGC1510248;1510248;8,0415859;16,5003052;605224,772859095
-13;22;7;1;1;PGC1510467;1510467;8,1022593;16,5092349;618699,404584018
-39;4;11;1;0;PGC1510902;1510902;11,6119675;16,5269797;926829,481671667
-31;10;9;1;1;PGC1511239;1511239;10,7707729;16,5414729;786784,205520073
-39;0;11;1;1;PGC1511713;1511713;11,9350878;16,5613435;932940,911658252
-19;25;9;1;1;PGC1511765;1511765;8,4380973;16,5639121;755569,745613192
-39;2;11;1;1;PGC1511824;1511824;11,8003099;16,5665799;934879,290584248
-29;24;11;1;1;PGC1512718;1512718;9,3639715;16,6063504;911088,090311364
-14;22;7;1;0;PGC1512808;1512808;8,1524216;16,6098035;628067,46280814
-24;21;9;1;1;PGC1513229;1513229;9,1952977;16,6284951;769018,601233091
-21;31;11;1;1;PGC1513323;1513323;8,2601347;16,6325622;893391,961354826
-36;16;12;1;1;PGC1513397;1513397;10,3952958;16,6356746;948082,103613643
-40;6;12;1;0;PGC1513529;1513529;11,3658884;16,641324;954370,528294184
-40;4;12;1;1;PGC1513760;1513760;11,604516;16,6509462;956035,671105928
-14;21;7;1;1;PGC1513851;1513851;8,2610917;16,6547354;608960,216868406
-23;29;11;1;1;PGC1514122;1514122;8,5596045;16,6676769;895324,201598104
-19;25;9;1;1;PGC1514274;1514274;8,4268616;16,6736711;755609,87200074
-23;30;11;1;1;PGC1514457;1514457;8,4740446;16,6817677;899249,397956199
-40;3;12;1;0;PGC1514790;1514790;11,6568772;16,6955662;948299,191698664
-28;9;9;1;0;PGC1514898;1514898;10,7229171;16,7000855;707409,968117367
-13;21;7;1;1;PGC1515995;1515995;8,1653745;16,745906;612744,986725156
-33;19;11;1;1;PGC1516094;1516094;10,0276833;16,7500003;919093,52510906
-24;33;12;1;1;PGC1516157;1516157;8,4131426;16,7525507;971534,157354325
-21;32;11;1;1;PGC1516368;1516368;8,2574402;16,7614864;912938,013968429
-13;22;7;1;1;PGC1516913;1516913;8,0742876;16,7838494;616778,837357177
-23;17;8;1;0;PGC1517005;1517005;9,5582127;16,7875957;695606,537304469
-21;31;11;1;1;PGC1517106;1517106;8,2558732;16,7919714;893391,12237112
-26;27;11;1;0;PGC1517442;1517442;8,9423208;16,8067214;903129,409682136
-21;21;9;1;1;PGC1517516;1517516;8,9429089;16,809494;712881,444017827
-30;28;12;1;1;PGC1517723;1517723;9,1084976;16,8179951;985034,483857115
-13;22;7;1;1;PGC1517741;1517741;8,068783;16,8189334;614612,936408052
-34;20;12;1;1;PGC1517816;1517816;9,955637;16,8222813;934695,710724714
-14;22;8;1;0;PGC1518484;1518484;8,1218089;16,8476649;633898,519425366
-14;21;7;1;1;PGC1518454;1518454;8,2100886;16,8459297;605202,729842665
-20;34;12;1;0;PGC1518730;1518730;8,0169268;16,8565798;934463,493593411
-25;5;8;1;1;PGC1519123;1519123;11,1854701;16,8738714;622789,252313079
-26;27;11;1;0;PGC1519384;1519384;8,9452919;16,8841522;893461,043086156
-13;22;7;1;1;PGC1519610;1519610;8,0752049;16,893451;616560,994815742
-22;26;10;1;1;PGC1519875;1519875;8,6531459;16,9050269;813816,053375585
-14;22;8;1;0;PGC1520956;1520956;8,2118744;16,9500151;626428,755985053
-21;31;11;1;1;PGC1521175;1521175;8,2898359;16,9593784;908967,918547157
-34;5;10;1;1;PGC1521288;1521288;11,3590311;16,9647103;821528,74026965
-14;22;8;1;0;PGC1521973;1521973;8,2291434;16,9928785;624233,88588298
-32;9;10;1;0;PGC1522023;1522023;10,8795426;16,9946532;792629,592549137
-21;31;11;1;1;PGC1522812;1522812;8,2786492;17,0275543;901140,221645965
-21;31;11;1;1;PGC1523680;1523680;8,278705;17,060966;910968,454390492
-26;31;12;1;1;PGC1523763;1523763;8,6957576;17,0640929;965744,583258979
-21;31;11;1;1;PGC1523992;1523992;8,277161;17,0737199;903133,082451752
-17;20;8;1;0;PGC1524122;1524122;8,649762;17,0789377;632016,749120263
-26;31;12;1;1;PGC1524206;1524206;8,7056924;17,0823621;977434,997654106
-24;26;10;1;0;PGC1524314;1524314;8,8551886;17,0870062;838932,970499762
-16;26;9;1;1;PGC1524492;1524492;8,0794282;17,0943859;732132,508184576
-21;22;9;1;0;PGC1524565;1524565;8,8797772;17,09712;726420,380387357
-22;26;10;1;1;PGC1524673;1524673;8,7064688;17,1027199;815575,777689113
-19;34;12;1;1;PGC1524822;1524822;8,00774;17,1090653;930518,825955135
-29;26;12;1;1;PGC1524867;1524867;9,1899804;17,1102133;942264,324478606
-21;22;9;1;0;PGC1524997;1524997;8,9876499;17,1157169;732240,778419991
-22;22;9;1;1;PGC1525013;1525013;8,9944235;17,1164515;755687,987370567
-23;22;10;1;0;PGC1525404;1525404;9,1167795;17,1330474;775004,321080341
-19;32;11;1;0;PGC1525665;1525665;8,1221653;17,1439188;891446,047283392
-23;30;11;1;1;PGC1525690;1525690;8,5064279;17,1448893;903111,046282126
-20;26;10;1;0;PGC1525963;1525963;8,5212247;17,1560307;802212,23567512
-18;18;8;1;0;PGC1526096;1526096;8,9807851;17,1617455;626202,070868642
-23;10;7;1;1;PGC1526216;1526216;10,438975;17,1656831;601373,730732427
-19;32;11;1;0;PGC1526409;1526409;8,0291962;17,1736272;885719,770533056
-22;30;11;1;1;PGC1526629;1526629;8,3665089;17,1839492;893481,461999496
-31;10;10;1;1;PGC1526702;1526702;10,821859;17,1872005;776880,651640929
-36;19;12;1;1;PGC1527255;1527255;10,1402856;17,2097176;969649,861334845
-19;27;10;1;1;PGC1527373;1527373;8,3706435;17,2140145;794133,217618514
-25;30;12;1;0;PGC1527619;1527619;8,7166144;17,22426;934564,126296799
-21;26;10;1;0;PGC1527723;1527723;8,635996;17,227767;809905,885630337
-26;31;12;1;1;PGC1527888;1527888;8,6738466;17,2348608;969476,253804523
-31;0;9;1;1;PGC1527923;1527923;11,9298991;17,2361868;748002,561003606
-21;28;10;1;1;PGC1528277;1528277;8,435634;17,2506754;833105,383238398
-30;25;12;1;1;PGC1529059;1529059;9,3457901;17,2820123;928530,897220964
-20;26;10;1;0;PGC1529230;1529230;8,4905942;17,2885992;792422,171134594
-20;23;9;1;0;PGC1529654;1529654;8,7300177;17,3076993;728318,437481989
-22;30;11;1;1;PGC1530100;1530100;8,4367596;17,3250573;901223,397151135
-24;30;12;1;0;PGC1530256;1530256;8,5951702;17,3323462;938125,250399878
-39;1;12;1;1;PGC1530348;1530348;11,860394;17,3361081;921234,136747501
-32;18;11;1;0;PGC1530461;1530461;10,0290718;17,3413433;877785,676495111
-31;24;12;1;1;PGC1530393;1530393;9,4516002;17,3382274;936301,564474111
-13;21;8;1;1;PGC1530491;1530491;8,1188585;17,3423268;607118,221891276
-13;21;7;1;1;PGC1530588;1530588;8,1509581;17,3465498;601223,438786267
-27;26;11;1;0;PGC1531081;1531081;9,0962913;17,3679619;899248,835176227
-13;22;8;1;0;PGC1531311;1531311;8,1171877;17,3772996;618479,099292342
-35;12;11;1;1;PGC1531378;1531378;10,6936808;17,3804724;899522,992409166
-21;22;9;1;0;PGC1531546;1531546;8,9889702;17,3879109;736371,817803004
-13;21;8;1;1;PGC1531911;1531911;8,1398967;17,4036093;608952,047849417
-24;17;9;1;0;PGC1532218;1532218;9,633405;17,4152331;724646,20804229
-18;27;10;1;0;PGC1532558;1532558;8,2719585;17,4299677;788598,16959059
-23;18;9;1;0;PGC1533089;1533089;9,5352436;17,4508924;707387,076468967
-13;22;8;1;0;PGC1533018;1533018;8,1348014;17,4480028;614616,076007138
-31;9;10;1;0;PGC1533204;1533204;10,8479372;17,4561013;776926,521188586
-30;28;12;1;1;PGC1533180;1533180;9,1214385;17,4546247;971643,659408007
-13;21;8;1;1;PGC1533425;1533425;8,1371114;17,4646004;609009,041051027
-23;22;10;1;0;PGC1533938;1533938;9,071562;17,4855831;767290,137819538
-23;18;9;1;0;PGC1534563;1534563;9,5344733;17,5120387;707348,927013765
-32;26;13;1;0;PGC1534671;1534671;9,4163448;17,5167913;998838,12341884
-22;22;9;1;1;PGC1534748;1534748;8,9935443;17,5196988;736362,493907259
-24;22;10;1;1;PGC1534977;1534977;9,153649;17,530474;773038,394164877
-19;24;9;1;0;PGC1535061;1535061;8,6189346;17,5339619;745750,543222968
-19;19;8;1;0;PGC1535491;1535491;8,9712224;17,551574;662745,634280002
-20;20;9;1;1;PGC1535702;1535702;9,0201411;17,5600072;676373,560867239
-20;20;9;1;1;PGC1535737;1535737;9,0258191;17,5608038;678378,652040294
-19;26;10;1;1;PGC1536006;1536006;8,4673593;17,5727527;784556,804158093
-22;19;9;1;0;PGC1536247;1536247;9,2354008;17,5817127;695636,793572949
-23;23;10;1;0;PGC1536301;1536301;9,0263199;17,5841022;796339,05838276
-20;20;9;1;1;PGC1537147;1537147;9,0239274;17,6175971;674528,267793692
-38;0;12;1;1;PGC1537283;1537283;11,9393914;17,6229426;920899,504478991
-31;10;10;1;1;PGC1537311;1537311;10,8144213;17,6238429;782719,665950382
-19;26;10;1;1;PGC1538044;1538044;8,4446492;17,6521127;775012,150169016
-39;3;12;1;0;PGC1538308;1538308;11,7038434;17,6618116;932911,774760393
-20;31;11;1;0;PGC1538317;1538317;8,18619;17,6621894;887631,729621194
-21;32;12;1;1;PGC1538396;1538396;8,2589834;17,6646673;914953,888732431
-31;11;10;1;0;PGC1538569;1538569;10,6659508;17,672104;784749,91153738
-23;30;12;1;1;PGC1538925;1538925;8,5194051;17,685567;912939,440895785
-35;14;12;1;0;PGC1539319;1539319;10,4989178;17,700049;901402,488057566
-24;30;12;1;0;PGC1539726;1539726;8,6211206;17,714368;932603,908999375
-36;20;13;1;1;PGC1539854;1539854;9,9960112;17,7194116;985154,903436732
-27;29;12;1;0;PGC1539875;1539875;8,8255522;17,7206508;947976,848724891
-24;30;12;1;0;PGC1539917;1539917;8,6214842;17,7219266;930592,918359188
-34;19;12;1;1;PGC1539993;1539993;10,0289285;17,7252722;926665,037096308
-18;30;11;1;0;PGC1540172;1540172;8,0702479;17,7315081;840694,659730581
-37;3;12;1;1;PGC1540786;1540786;11,5969773;17,7544499;895655,271505007
-31;0;10;1;1;PGC1540996;1540996;11,9279921;17,7625362;755926,49442324
-19;23;9;1;1;PGC1540995;1540995;8,6874179;17,7626316;730265,177678255
-33;6;10;1;0;PGC1541078;1541078;11,2558808;17,7655666;810162,542737183
-35;20;13;1;1;PGC1541093;1541093;9,9802309;17,7660656;967540,559183415
-37;3;12;1;1;PGC1541254;1541254;11,600448;17,7725353;897654,483214734
-26;31;13;1;0;PGC1541316;1541316;8,6765506;17,7747838;981247,190412355
-35;20;13;1;1;PGC1541873;1541873;10,0305272;17,7944999;965820,389993661
-19;20;9;1;0;PGC1541863;1541863;8,9713843;17,7939976;664853,57635013
-28;31;13;1;1;PGC1541931;1541931;8,7999945;17,796176;994804,856420115
-36;11;12;1;0;PGC1542071;1542071;10,8472399;17,8013683;907286,996644484
-37;3;12;1;1;PGC1542368;1542368;11,5991774;17,8123309;895700,70408659
-24;30;12;1;0;PGC1542473;1542473;8,5352895;17,8164981;928564,534049354
-14;21;8;1;1;PGC1542618;1542618;8,2518609;17,821446;608989,588247238
-26;32;13;1;1;PGC1542811;1542811;8,6144046;17,8283211;994908,754859746
-24;30;12;1;0;PGC1542860;1542860;8,5438036;17,82995;924523,947626029
-24;26;11;1;1;PGC1543006;1543006;8,8210874;17,8343203;844860,107004446
-14;21;8;1;1;PGC1543349;1543349;8,2446351;17,8457016;612730,703678047
-24;15;9;1;1;PGC1543348;1543348;9,822962;17,8455427;684206,207857794
-24;30;12;1;0;PGC1543718;1543718;8,5850489;17,8595616;932614,391151148
-26;8;9;1;0;PGC1544059;1544059;10,7881623;17,8732979;662955,107661555
-24;10;8;1;1;PGC1544151;1544151;10,4564178;17,8728209;622467,938789758
-23;21;10;1;0;PGC1544331;1544331;9,1540818;17,883537;749748,409310061
-25;32;13;1;1;PGC1544423;1544423;8,5870892;17,8866779;975335,685466739
-35;13;12;1;1;PGC1544761;1544761;10,6343315;17,8990005;893607,632421649
-26;31;13;1;0;PGC1545179;1545179;8,6798058;17,9152504;975406,422077065
-20;27;11;1;0;PGC1545281;1545281;8,4598638;17,9184947;805987,390716797
-20;31;12;1;0;PGC1545524;1545524;8,2009037;17,9284578;887630,895680663
-23;25;11;1;0;PGC1545915;1545915;8,8441706;17,943171;830988,691284176
-19;22;9;1;0;PGC1546001;1546001;8,7184176;17,9461963;705157,605013093
-24;30;12;1;0;PGC1546332;1546332;8,5974838;17,9583311;934584,838904766
-16;28;10;1;1;PGC1546448;1546448;8,0120808;17,9631982;786513,724351012
-35;19;13;1;1;PGC1546791;1546791;10,0706132;17,9760617;963826,333441985
-14;20;8;1;1;PGC1547866;1547866;8,3479091;18,015555;601213,447612055
-19;26;10;1;1;PGC1548896;1548896;8,442687;18,0547248;792463,147000471
-19;25;10;1;0;PGC1549403;1549403;8,4594779;18,072648;763207,96254368
-36;4;12;1;1;PGC1549544;1549544;11,5663216;18,0782288;879940,185247639
-21;32;12;1;1;PGC1549728;1549728;8,2320904;18,0839825;911041,941305105
-20;28;11;1;1;PGC1549982;1549982;8,3369385;18,0934523;833161,959171186
-20;31;12;1;0;PGC1550264;1550264;8,2214307;18,1026781;905146,496503372
-21;18;9;1;1;PGC1551645;1551645;9,3497896;18,153551;670750,780291785
-23;30;12;1;1;PGC1551762;1551762;8,532911;18,1581166;922474,249874085
-19;20;9;1;0;PGC1551929;1551929;8,8838811;18,1641049;668628,169549873
-32;0;10;1;1;PGC1551898;1551898;11,9240295;18,1627956;777006,989949666
-14;21;8;1;1;PGC1552549;1552549;8,256653;18,1869301;610845,276404183
-23;30;12;1;1;PGC1552938;1552938;8,5265452;18,2009993;922471,944475595
-24;27;12;1;1;PGC1553081;1553081;8,7549776;18,2057877;879977,521811113
-22;16;9;1;1;PGC1553099;1553099;9,6204882;18,2069388;653274,863881221
-39;0;12;1;0;PGC1553629;1553629;11,9461459;18,2263622;934558,293239314
-40;7;13;1;0;PGC1553714;1553714;11,3223259;18,2302169;979855,623990202
-21;32;12;1;1;PGC1553800;1553800;8,2340346;18,2330041;910974,15062665
-19;30;11;1;0;PGC1554044;1554044;8,1923834;18,2412765;858540,87890772
-24;14;9;1;1;PGC1554289;1554289;9,9971654;18,2507885;678468,146949331
-25;23;11;1;1;PGC1554719;1554719;9,1248596;18,2659561;817777,839273781
-23;25;11;1;0;PGC1554756;1554756;8,8481952;18,2670743;819477,294162126
-32;0;10;1;1;PGC1555143;1555143;11,9358794;18,2803134;771278,209918528
-22;21;10;1;1;PGC1555799;1555799;9,1622442;18,3033776;738073,068378981
-18;27;10;1;0;PGC1556956;1556956;8,2369609;18,343211;784495,673299187
-15;26;10;1;1;PGC1557275;1557275;8,0280329;18,3542332;732159,167048274
-13;21;8;1;1;PGC1558017;1558017;8,1644641;18,3822417;610876,490676362
-20;28;11;1;1;PGC1559211;1559211;8,345938;18,4245969;837133,960779415
-30;27;13;1;1;PGC1560023;1560023;9,1395822;18,4531208;975434,355238043
-14;21;8;1;1;PGC1560129;1560129;8,2503145;18,4569737;607135,290181385
-19;27;11;1;1;PGC1560501;1560501;8,3792587;18,4699017;792437,411662923
-23;30;12;1;1;PGC1560693;1560693;8,5265958;18,4770799;920920,110948762
-29;6;10;1;0;PGC1560928;1560928;11,1688427;18,4849755;715253,288705906
-38;0;12;1;1;PGC1561526;1561526;11,9962732;18,5060579;905541,635692627
-19;30;12;1;0;PGC1563365;1563365;8,1863752;18,567442;852554,695741874
-19;30;12;1;0;PGC1564611;1564611;8,1828527;18,6077394;856246,35400745
-19;30;12;1;0;PGC1565521;1565521;8,183014;18,6370776;862271,534938564
-27;20;11;1;1;PGC1565563;1565563;9,5244835;18,6381726;811755,784436534
-19;30;12;1;0;PGC1566034;1566034;8,1830117;18,6531625;858448,469129529
-17;27;11;1;0;PGC1566550;1566550;8,1654624;18,6677918;788290,775398368
-24;19;10;1;1;PGC1566865;1566865;9,4386909;18,6780362;742228,65140185
-39;9;13;1;1;PGC1567039;1567039;11,1291738;18,684542;973930,834509993
-20;30;12;1;1;PGC1567247;1567247;8,2631032;18,6912772;883773,189290203
-20;28;11;1;1;PGC1567943;1567943;8,3383159;18,7143213;838933,497770164
-22;32;13;1;0;PGC1568198;1568198;8,3216863;18,7222988;947919,796152338
-37;14;13;1;1;PGC1568402;1568402;10,5937731;18,7291256;960134,830046129
-34;3;11;1;1;PGC1568379;1568379;11,6699825;18,7284953;833466,710778187
-34;19;13;1;1;PGC1568526;1568526;10,0475589;18,7306109;942358,696361939
-33;20;13;1;1;PGC1568909;1568909;9,9114018;18,745132;942434,854434609
-18;31;12;1;0;PGC1569406;1569406;8,0078694;18,7599745;877663,264205751
-19;31;12;1;1;PGC1569468;1569468;8,1083121;18,7617059;887615,051108295
-20;27;11;1;0;PGC1569640;1569640;8,426169;18,7671041;819440,418575118
-28;28;13;1;1;PGC1570143;1570143;8,9995831;18,7828049;969525,763354277
-38;8;13;1;1;PGC1570525;1570525;11,1425158;18,7950568;944540,193320143
-17;19;8;1;0;PGC1570702;1570702;8,8527871;18,8000966;624284,481418237
-29;6;10;1;0;PGC1570856;1570856;11,208227;18,8038728;717176,393412603
-28;8;10;1;0;PGC1571195;1571195;10,8718302;18,8142193;720958,828431415
-39;8;13;1;1;PGC1571223;1571223;11,1898036;18,8154197;968094,481203894
-29;6;10;1;0;PGC1571508;1571508;11,2075881;18,8240609;719043,574631583
-35;19;13;1;1;PGC1571632;1571632;10,069771;18,8283902;969697,274545554
-25;8;9;1;1;PGC1572403;1572403;10,7295864;18,8515427;636101,42963037
-21;16;9;1;1;PGC1572714;1572714;9,5411158;18,8608482;653329,790255891
-23;32;13;1;1;PGC1572821;1572821;8,3640836;18,8641195;957775,838588668
-38;8;13;1;1;PGC1573139;1573139;11,1786397;18,8740007;942592,79669179
-18;22;10;1;0;PGC1573686;1573686;8,6842081;18,8924989;699590,421953472
-40;3;14;1;0;PGC1573922;1573922;11,7159796;18,9005649;975749,321227454
-38;7;13;1;0;PGC1574122;1574122;11,2231974;18,9060225;940521,462326774
-38;1;13;1;1;PGC1574328;1574328;11,848256;18,9126027;926822,24256635
-27;26;13;1;1;PGC1574433;1574433;9,0921135;18,9158783;917067,948296805
-28;26;13;1;1;PGC1574847;1574847;9,0970564;18,930235;922556,38721341
