x;y;z;E;n
-29;0;13;1;1
-18;0;26;1;1
-20;0;36;1;1
-32;0;17;1;1
-40;0;37;1;1
-25;0;31;1;1
-28;0;36;1;1
-20;0;36;1;1
-19;0;26;1;1
-40;0;14;1;1
-20;0;25;1;1
-33;0;13;1;1
-33;0;32;1;1
-15;0;29;1;1
-31;0;11;1;1
-24;0;34;1;1
-33;0;38;1;1
-14;0;11;1;1
-32;0;23;1;1
-33;0;35;1;1
-26;0;12;1;1
-20;0;26;1;1
-19;0;15;1;1
-14;0;22;1;1
-33;0;38;1;1
-23;0;34;1;1
-20;0;30;1;1
-33;0;35;1;1
-24;0;31;1;1
-24;0;31;1;1
-24;0;22;1;1
-25;0;23;1;1
-34;0;32;1;1
-32;0;26;1;1
-32;0;23;1;1
-34;0;31;1;1
-33;0;38;1;1
-30;0;13;1;1
-22;0;30;1;1
-14;0;33;1;1
-19;0;21;1;1
-22;0;35;1;1
-22;0;35;1;1
-29;0;30;1;1
-14;0;22;1;1
-40;0;13;1;1
-38;0;31;1;1
-26;0;23;1;1
-26;0;23;1;1
-25;0;22;1;1
-23;0;35;1;1
-32;0;24;1;1
-32;0;20;1;1
-39;0;31;1;1
-24;0;31;1;1
-25;0;23;1;1
-19;0;26;1;1
-25;0;23;1;1
-16;0;29;1;1
-22;0;21;1;1
-27;0;31;1;1
-41;0;14;1;1
-28;0;14;1;1
-32;0;26;1;1
-32;0;20;1;1
-18;0;15;1;1
-24;0;13;1;1
-37;0;33;1;1
-19;0;15;1;1
-38;0;31;1;1
-29;0;13;1;1
-30;0;19;1;1
-41;0;18;1;1
-18;0;25;1;1
-26;0;17;1;1
-38;0;31;1;1
-27;0;30;1;1
-18;0;25;1;1
-25;0;23;1;1
-19;0;26;1;1
-31;0;25;1;1
-29;0;18;1;1
-27;0;30;1;1
-20;0;27;1;1
-29;0;17;1;1
-29;0;14;1;1
-36;0;11;1;1
-36;0;32;1;1
-24;0;32;1;1
-36;0;11;1;1
-28;0;26;1;1
-34;0;15;1;1
-32;0;26;1;1
-26;0;15;1;1
-25;0;23;1;1
-28;0;34;1;1
-23;0;20;1;1
-18;0;27;1;1
-28;0;33;1;1
-18;0;26;1;1
-25;0;22;1;1
-28;0;31;1;1
-20;0;33;1;1
-31;0;20;1;1
-26;0;24;1;1
-20;0;37;1;1
-41;0;13;1;1
-34;0;34;1;1
-28;0;35;1;1
-19;0;12;1;1
-25;0;23;1;1
-22;0;20;1;1
-18;0;30;1;1
-26;0;21;1;1
-36;0;15;1;1
-24;0;31;1;1
-18;0;30;1;1
-32;0;20;1;1
-40;0;22;1;1
-25;0;23;1;1
-24;0;31;1;1
-16;0;29;1;1
-17;0;20;1;1
-29;0;35;1;1
-40;0;13;1;1
-14;0;11;1;1
-19;0;27;1;1
-16;0;30;1;1
-31;0;19;1;1
-27;0;30;1;1
-39;0;11;1;1
-17;0;30;1;1
-22;0;30;1;1
-18;0;25;1;1
-29;0;16;1;1
-34;0;31;1;1
-21;0;19;1;1
-23;0;20;1;1
-31;0;20;1;1
-29;0;18;1;1
-22;0;17;1;1
-28;0;29;1;1
-40;0;12;1;1
-19;0;26;1;1
-25;0;23;1;1
-37;0;31;1;1
-41;0;17;1;1
-25;0;23;1;1
-23;0;30;1;1
-27;0;31;1;1
-31;0;20;1;1
-24;0;30;1;1
-28;0;31;1;1
-16;0;19;1;1
-18;0;29;1;1
-29;0;18;1;1
-32;0;20;1;1
-18;0;15;1;1
-19;0;26;1;1
-38;0;30;1;1
-19;0;15;1;1
-37;0;11;1;1
-25;0;24;1;1
-29;0;30;1;1
-29;0;28;1;1
-20;0;36;1;1
-39;0;12;1;1
-30;0;28;1;1
-24;0;31;1;1
-25;0;22;1;1
-29;0;17;1;1
-29;0;12;1;1
-22;0;20;1;1
-24;0;28;1;1
-20;0;36;1;1
-27;0;31;1;1
-19;0;20;1;1
-19;0;27;1;1
-14;0;17;1;1
-24;0;31;1;1
-37;0;31;1;1
-27;0;31;1;1
-27;0;31;1;1
-40;0;14;1;1
-24;0;21;1;1
-17;0;11;1;1
-24;0;33;1;1
-25;0;21;1;1
-32;0;20;1;1
-25;0;22;1;1
-32;0;20;1;1
-27;0;31;1;1
-19;0;27;1;1
-20;0;26;1;1
-20;0;28;1;1
-25;0;22;1;1
-26;0;19;1;1
-16;0;26;1;1
-26;0;21;1;1
-24;0;22;1;1
-19;0;26;1;1
-19;0;16;1;1
-25;0;31;1;1
-17;0;14;1;1
-25;0;22;1;1
-19;0;26;1;1
-34;0;32;1;1
-22;0;34;1;1
-30;0;13;1;1
-39;0;14;1;1
-19;0;15;1;1
-26;0;15;1;1
-13;0;30;1;1
-15;0;28;1;1
-17;0;22;1;1
-29;0;19;1;1
-16;0;29;1;1
-37;0;31;1;1
-25;0;22;1;1
-33;0;13;1;1
-15;0;28;1;1
-25;0;21;1;1
-34;0;33;1;1
-18;0;15;1;1
-40;0;22;1;1
-26;0;30;1;1
-29;0;18;1;1
-29;0;18;1;1
-21;0;19;1;1
-39;0;14;1;1
-24;0;23;1;1
-18;0;15;1;1
-19;0;16;1;1
-28;0;32;1;1
-24;0;22;1;1
-26;0;15;1;1
-30;0;31;1;1
-18;0;15;1;1
-16;0;29;1;1
-18;0;25;1;1
-27;0;30;1;1
-25;0;24;1;1
-27;0;30;1;1
-24;0;23;1;1
-28;0;32;1;1
-40;0;14;1;1
-22;0;21;1;1
-19;0;15;1;1
-19;0;15;1;1
-26;0;24;1;1
-24;0;34;1;1
-19;0;27;1;1
-19;0;26;1;1
-41;0;29;1;1
-24;0;31;1;1
-25;0;31;1;1
-19;0;21;1;1
-39;0;14;1;1
-41;0;29;1;1
-34;0;32;1;1
-33;0;21;1;1
-19;0;26;1;1
-27;0;19;1;1
-25;0;20;1;1
-23;0;22;1;1
-28;0;14;1;1
-19;0;26;1;1
-41;0;29;1;1
-32;0;28;1;1
-35;0;27;1;1
-15;0;28;1;1
-17;0;14;1;1
-19;0;15;1;1
-37;0;17;1;1
-16;0;29;1;1
-35;0;32;1;1
-31;0;18;1;1
-27;0;34;1;1
-29;0;19;1;1
-18;0;15;1;1
-14;0;36;1;1
-27;0;30;1;1
-24;0;31;1;1
-26;0;18;1;1
-28;0;14;1;1
-25;0;33;1;1
-26;0;12;1;1
-40;0;11;1;1
-29;0;13;1;1
-32;0;34;1;1
-15;0;29;1;1
-41;0;14;1;1
-26;0;18;1;1
-24;0;33;1;1
-41;0;29;1;1
-26;0;31;1;1
-39;0;13;1;1
-28;0;14;1;1
-25;0;30;1;1
-20;0;26;1;1
-40;0;14;1;1
-39;0;14;1;1
-23;0;33;1;1
-29;0;36;1;1
-27;0;14;1;1
-19;0;15;1;1
-35;0;26;1;1
-38;0;13;1;1
-13;0;22;1;1
-24;0;22;1;1
-28;0;35;1;1
-14;0;24;1;1
-19;0;36;1;1
-34;0;32;1;1
-28;0;26;1;1
-41;-1;36;1;1
-35;0;27;1;1
-24;0;23;1;1
-40;0;14;1;1
-38;0;13;1;1
-29;0;36;1;1
-25;0;25;1;1
-21;0;32;1;1
-21;0;34;1;1
-29;0;32;1;1
-38;0;16;1;1
-22;0;14;1;1
-19;0;27;1;1
-19;0;15;1;1
-40;-1;14;1;1
-28;0;11;1;1
-26;0;24;1;1
-18;0;16;1;1
-19;0;26;1;1
-14;0;15;1;1
-41;-1;29;1;1
-28;0;32;1;1
-17;0;12;1;1
-15;0;28;1;1
-30;0;13;1;1
-38;0;13;1;1
-19;0;26;1;1
-22;0;23;1;1
-18;0;16;1;1
-34;0;31;1;1
-40;-1;15;1;1
-30;0;30;1;1
-24;0;23;1;1
-23;0;33;1;1
-28;0;32;1;1
-32;0;16;1;1
-30;0;13;1;1
-25;0;14;1;1
-31;0;38;1;1
-30;0;19;1;1
-38;0;31;1;1
-40;-1;14;1;1
-37;0;31;1;1
-24;0;17;1;1
-19;0;12;1;1
-24;0;23;1;1
-29;0;19;1;1
-28;0;12;1;1
-18;0;15;1;1
-19;0;16;1;1
-26;0;20;1;1
-30;0;13;1;1
-24;0;24;1;1
-24;0;27;1;1
-16;0;23;1;1
-26;0;31;1;1
-24;0;11;1;1
-37;0;18;1;1
-38;0;31;1;1
-27;0;31;1;1
-28;0;16;1;1
-19;0;27;1;1
-37;0;30;1;1
-18;0;15;1;1
-37;0;22;1;1
-26;0;17;1;1
-20;0;19;1;1
-17;0;26;1;1
-37;0;31;1;1
-34;0;34;1;1
-24;0;23;1;1
-38;-1;21;1;1
-25;0;23;1;1
-19;0;27;1;1
-22;0;17;1;1
-26;0;21;1;1
-19;0;15;1;1
-30;0;36;1;1
-24;0;22;1;1
-24;0;28;1;1
-32;0;20;1;1
-27;0;30;1;1
-34;0;38;1;1
-23;0;34;1;1
-27;0;31;1;1
-27;0;17;1;1
-20;0;17;1;1
-28;0;17;1;1
-23;0;33;1;1
-18;0;15;1;1
-34;0;34;1;1
-40;-1;14;1;1
-27;0;17;1;1
-40;-1;12;1;1
-27;0;31;1;1
-25;0;23;1;1
-29;0;34;1;1
-39;-1;15;1;1
-36;0;12;1;1
-28;0;14;1;1
-23;0;29;1;1
-27;0;36;1;1
-18;0;15;1;1
-22;0;17;1;1
-31;0;33;1;1
-40;-1;22;1;1
-16;0;25;1;1
-35;0;24;1;1
-40;-1;13;1;1
-30;0;30;1;1
-39;-1;38;1;1
-21;0;25;1;1
-26;0;21;1;1
-29;0;17;1;1
-37;-1;31;1;1
-20;0;33;1;1
-30;0;19;1;1
-27;0;31;1;1
-39;-1;22;1;1
-39;-1;30;1;1
-34;0;34;1;1
-32;0;23;1;1
-15;0;29;1;1
-29;0;36;1;1
-29;0;35;1;1
-16;0;29;1;1
-34;0;31;1;1
-39;-1;35;1;1
-23;0;28;1;1
-34;0;32;1;1
-34;0;32;1;1
-26;0;30;1;1
-37;-1;31;1;1
-22;0;35;1;1
-15;0;28;1;1
-38;-1;15;1;1
-18;0;15;1;1
-34;0;32;1;1
-29;0;13;1;1
-23;0;30;1;1
-40;-1;15;1;1
-38;-1;31;1;1
-40;-1;13;1;1
-23;0;29;1;1
-29;0;35;1;1
-29;0;19;1;1
-30;0;17;1;1
-30;0;36;1;1
-18;0;28;1;1
-29;0;19;1;1
-15;0;26;1;1
-39;-1;14;1;1
-34;0;35;1;1
-39;-1;35;1;1
-29;0;13;1;1
-40;-1;14;1;1
-29;0;14;1;1
-37;-1;31;1;1
-22;0;34;1;1
-23;0;28;1;1
-26;0;21;1;1
-32;0;21;1;1
-18;0;36;1;1
-22;0;17;1;1
-15;0;25;1;1
-37;-1;31;1;1
-28;0;12;1;1
-24;0;22;1;1
-28;0;16;1;1
-32;0;26;1;1
-35;0;32;1;1
-30;0;18;1;1
-29;0;12;1;1
-18;0;28;1;1
-27;0;31;1;1
-21;0;28;1;1
-22;0;35;1;1
-38;-1;31;1;1
-38;-1;15;1;1
-39;-1;30;1;1
-38;-1;15;1;1
-24;0;34;1;1
-30;0;14;1;1
-20;0;22;1;1
-16;0;29;1;1
-22;0;35;1;1
-19;0;36;1;1
-21;0;35;1;1
-38;-1;31;1;1
-21;0;15;1;1
-38;-1;24;1;1
-18;0;15;1;1
-27;0;14;1;1
-40;-1;14;1;1
-40;-1;36;1;1
-36;-1;12;1;1
-15;0;25;1;1
-18;0;15;1;1
-38;-1;15;1;1
-29;0;30;1;1
-38;-1;15;1;1
-19;0;36;1;1
-38;-1;15;1;1
-38;-1;31;1;1
-27;0;31;1;1
-30;0;18;1;1
-19;0;27;1;1
-27;0;30;1;1
-27;0;13;1;1
-25;0;31;1;1
-19;0;21;1;1
-21;0;35;1;1
-38;-1;11;1;1
-30;0;18;1;1
-20;0;35;1;1
-40;-1;15;1;1
-24;0;23;1;1
-39;-1;36;1;1
-38;-1;15;1;1
-36;-1;17;1;1
-28;0;26;1;1
-39;-1;22;1;1
-23;0;29;1;1
-29;0;19;1;1
-39;-1;15;1;1
-21;0;35;1;1
-28;0;31;1;1
-30;0;36;1;1
-23;0;28;1;1
-20;0;17;1;1
-39;-1;16;1;1
-29;0;14;1;1
-21;0;15;1;1
-35;-1;29;1;1
-32;0;23;1;1
-28;0;26;1;1
-22;0;34;1;1
-24;0;33;1;1
-21;0;34;1;1
-27;0;31;1;1
-28;0;32;1;1
-24;0;23;1;1
-21;0;19;1;1
-22;0;18;1;1
-39;-1;15;1;1
-39;-1;22;1;1
-35;-1;24;1;1
-29;0;30;1;1
-40;-1;37;1;1
-40;-1;36;1;1
-38;-1;15;1;1
-35;-1;32;1;1
-37;-1;17;1;1
-14;0;17;1;1
-25;0;24;1;1
-39;-1;23;1;1
-39;-1;27;1;1
-27;0;13;1;1
-32;0;28;1;1
-37;-1;31;1;1
-29;0;19;1;1
-17;0;30;1;1
-27;0;31;1;1
-35;-1;27;1;1
-40;-1;37;1;1
-39;-1;16;1;1
-25;0;14;1;1
-26;0;31;1;1
-19;0;21;1;1
-21;0;32;1;1
-25;0;16;1;1
-40;-1;14;1;1
-22;0;34;1;1
-29;0;19;1;1
-32;0;16;1;1
-34;-1;32;1;1
-28;0;30;1;1
-40;-1;23;1;1
-34;-1;38;1;1
-19;0;36;1;1
-27;0;13;1;1
-36;-1;26;1;1
-34;-1;32;1;1
-21;0;33;1;1
-18;0;25;1;1
-28;0;19;1;1
-23;0;16;1;1
-34;-1;38;1;1
-25;0;23;1;1
-29;0;19;1;1
-28;0;13;1;1
-19;0;37;1;1
-17;0;27;1;1
-26;0;16;1;1
-40;-1;14;1;1
-40;-1;23;1;1
-37;-1;31;1;1
-30;0;31;1;1
-30;0;31;1;1
-27;0;19;1;1
-34;-1;33;1;1
-25;0;23;1;1
-35;-1;13;1;1
-29;0;30;1;1
-28;0;13;1;1
-37;-1;32;1;1
-21;0;33;1;1
-19;0;19;1;1
-39;-1;15;1;1
-30;0;14;1;1
-37;-1;31;1;1
-33;-1;31;1;1
-27;0;31;1;1
-22;0;30;1;1
-25;0;23;1;1
-15;0;25;1;1
-30;0;14;1;1
-40;-1;14;1;1
-20;0;35;1;1
-38;-1;20;1;1
-35;-1;32;1;1
-24;0;22;1;1
-29;0;11;1;1
-19;0;33;1;1
-28;0;12;1;1
-21;0;34;1;1
-14;0;32;1;1
-22;0;20;1;1
-19;0;26;1;1
-19;0;21;1;1
-34;-1;31;1;1
-14;0;32;1;1
-20;0;35;1;1
-28;0;13;1;1
-28;0;30;1;1
-35;-1;13;1;1
-26;0;14;1;1
-21;0;25;1;1
-32;-1;16;1;1
-34;-1;15;1;1
-24;0;26;1;1
-30;0;14;1;1
-25;0;24;1;1
-19;0;36;1;1
-28;0;14;1;1
-21;0;20;1;1
-34;-1;13;1;1
-16;0;26;1;1
-39;-1;23;1;1
-14;0;32;1;1
-35;-1;13;1;1
-35;-1;27;1;1
-15;0;25;1;1
-27;0;13;1;1
-41;-1;30;1;1
-23;0;35;1;1
-39;-1;15;1;1
-39;-1;31;1;1
-27;0;13;1;1
-27;0;13;1;1
-14;0;17;1;1
-35;-1;13;1;1
-23;0;34;1;1
-40;-1;37;1;1
-24;0;31;1;1
-32;-1;25;1;1
-29;0;13;1;1
-35;-1;13;1;1
-34;-1;33;1;1
-17;0;11;1;1
-15;0;29;1;1
-27;0;16;1;1
-31;-1;25;1;1
-29;0;35;1;1
-36;-1;31;1;1
-30;0;13;1;1
-24;0;23;1;1
-27;0;13;1;1
-40;-1;14;1;1
-36;-1;17;1;1
-32;-1;20;1;1
-27;0;14;1;1
-37;-1;31;1;1
-31;-1;33;1;1
-18;0;30;1;1
-28;0;13;1;1
-32;-1;23;1;1
-39;-1;16;1;1
-28;0;12;1;1
-29;0;19;1;1
-22;0;19;1;1
-28;0;14;1;1
-18;0;13;1;1
-29;0;19;1;1
-32;-1;23;1;1
-23;0;35;1;1
-33;-1;21;1;1
-14;0;32;1;1
-27;0;14;1;1
-27;0;14;1;1
-22;0;34;1;1
-36;-1;26;1;1
-25;0;24;1;1
-18;0;28;1;1
-35;-1;32;1;1
-22;0;34;1;1
-33;-1;24;1;1
-35;-1;13;1;1
-22;0;34;1;1
-23;0;29;1;1
-20;0;34;1;1
-32;-1;23;1;1
-24;0;26;1;1
-41;-1;13;1;1
-28;0;17;1;1
-24;0;23;1;1
-20;0;35;1;1
-30;-1;30;1;1
-28;0;14;1;1
-34;-1;34;1;1
-27;0;19;1;1
-32;-1;25;1;1
-21;0;25;1;1
-27;0;31;1;1
-34;-1;31;1;1
-24;0;20;1;1
-21;0;33;1;1
-18;0;29;1;1
-22;0;17;1;1
-41;-1;30;1;1
-30;-1;13;1;1
-17;0;27;1;1
-22;0;35;1;1
-39;-1;37;1;1
-36;-1;31;1;1
-38;-1;24;1;1
-29;0;36;1;1
-32;-1;24;1;1
-34;-1;33;1;1
-22;0;34;1;1
-29;0;19;1;1
-19;0;15;1;1
-30;-1;30;1;1
-32;-1;20;1;1
-26;0;31;1;1
-18;0;15;1;1
-18;0;20;1;1
-18;0;26;1;1
-36;-1;31;1;1
-32;-1;16;1;1
-34;-1;12;1;1
-27;0;16;1;1
-24;0;31;1;1
-29;-1;19;1;1
-39;-1;23;1;1
-18;0;27;1;1
-34;-1;38;1;1
-21;0;19;1;1
-30;-1;30;1;1
-23;0;30;1;1
-19;0;36;1;1
-22;0;34;1;1
-36;-1;31;1;1
-22;0;34;1;1
-24;0;23;1;1
-29;-1;19;1;1
-30;-1;28;1;1
-34;-1;38;1;1
-30;-1;30;1;1
-14;0;35;1;1
-33;-1;32;1;1
-28;0;34;1;1
-23;0;29;1;1
-22;0;34;1;1
-20;0;33;1;1
-39;-1;21;1;1
-36;-1;13;1;1
-34;-1;38;1;1
-16;0;26;1;1
-22;0;34;1;1
-32;-1;23;1;1
-39;-1;21;1;1
-15;0;34;1;1
-19;0;33;1;1
-33;-1;29;1;1
-34;-1;38;1;1
-21;0;25;1;1
-40;-1;29;1;1
-24;0;33;1;1
-36;-1;31;1;1
-28;-1;12;1;1
-37;-1;12;1;1
-24;0;16;1;1
-28;-1;30;1;1
-37;-1;32;1;1
-18;0;15;1;1
-33;-1;29;1;1
-28;-1;12;1;1
-31;-1;13;1;1
-37;-1;17;1;1
-41;-1;28;1;1
-18;0;27;1;1
-39;-1;27;1;1
-37;-1;31;1;1
-34;-1;34;1;1
-15;0;17;1;1
-37;-1;31;1;1
-22;0;34;1;1
-36;-1;28;1;1
-19;0;26;1;1
-19;0;24;1;1
-24;0;31;1;1
-35;-1;38;1;1
-29;-1;19;1;1
-30;-1;29;1;1
-39;-1;30;1;1
-23;0;30;1;1
-35;-1;13;1;1
-31;-1;30;1;1
-14;0;34;1;1
-26;0;13;1;1
-23;0;30;1;1
-21;0;33;1;1
-31;-1;37;1;1
-15;0;28;1;1
-16;0;26;1;1
-41;-1;28;1;1
-30;-1;19;1;1
-32;-1;22;1;1
-29;-1;30;1;1
-31;-1;31;1;1
-13;0;17;1;1
-38;-1;16;1;1
-34;-1;20;1;1
-37;-1;31;1;1
-18;0;31;1;1
-19;0;33;1;1
-14;0;33;1;1
-19;0;32;1;1
-31;-1;13;1;1
-23;0;28;1;1
-32;-1;26;1;1
-22;0;20;1;1
-32;-1;35;1;1
-23;0;29;1;1
-27;-1;31;1;1
-40;-1;28;1;1
-30;-1;14;1;1
-41;-1;28;1;1
-37;-1;31;1;1
-20;0;35;1;1
-39;-1;32;1;1
-41;-1;27;1;1
-33;-1;30;1;1
-30;-1;30;1;1
-30;-1;30;1;1
-14;0;32;1;1
-30;-1;32;1;1
-22;0;35;1;1
-37;-1;17;1;1
-38;-1;33;1;1
-22;0;31;1;1
-41;-1;27;1;1
-39;-1;37;1;1
-37;-1;31;1;1
-38;-1;21;1;1
-36;-1;31;1;1
-24;0;23;1;1
-28;-1;14;1;1
-28;-1;34;1;1
-39;-1;32;1;1
-32;-1;31;1;1
-14;0;21;1;1
-24;0;31;1;1
-40;-1;14;1;1
-24;0;16;1;1
-22;0;34;1;1
-32;-1;17;1;1
-20;0;35;1;1
-19;0;33;1;1
-15;0;26;1;1
-21;0;25;1;1
-23;0;35;1;1
-18;0;31;1;1
-22;0;34;1;1
-18;0;25;1;1
-16;0;26;1;1
-29;-1;35;1;1
-29;-1;32;1;1
-30;-1;28;1;1
-39;-1;26;1;1
-34;-1;13;1;1
-31;-1;32;1;1
-41;-1;30;1;1
-21;0;33;1;1
-39;-1;29;1;1
-15;0;26;1;1
-30;-1;28;1;1
-18;0;31;1;1
-22;0;14;1;1
-37;-1;12;1;1
-24;0;32;1;1
-17;0;34;1;1
-23;0;16;1;1
-39;-1;26;1;1
-30;-1;29;1;1
-33;-1;13;1;1
-19;0;36;1;1
-28;-1;18;1;1
-32;-1;16;1;1
-31;-1;32;1;1
-25;0;22;1;1
-27;-1;30;1;1
-25;0;23;1;1
-18;0;26;1;1
-29;-1;32;1;1
-29;-1;19;1;1
-37;-1;31;1;1
-29;-1;35;1;1
-33;-1;16;1;1
-24;0;31;1;1
-30;-1;28;1;1
-23;0;30;1;1
-37;-1;31;1;1
-23;0;30;1;1
-31;-1;13;1;1
-19;0;37;1;1
-27;-1;20;1;1
-18;0;34;1;1
-37;-1;24;1;1
-19;0;37;1;1
-36;-1;18;1;1
-18;0;16;1;1
-28;-1;18;1;1
-23;0;16;1;1
-19;0;37;1;1
-31;-1;17;1;1
-25;0;21;1;1
-38;-1;24;1;1
-23;0;30;1;1
-36;-1;32;1;1
-24;0;32;1;1
-29;-1;14;1;1
-30;-1;19;1;1
-35;-1;31;1;1
-33;-1;21;1;1
-28;-1;17;1;1
-30;-1;19;1;1
-29;-1;32;1;1
-30;-1;19;1;1
-29;-1;33;1;1
-19;0;34;1;1
-36;-1;32;1;1
-22;0;34;1;1
-36;-1;32;1;1
-35;-1;32;1;1
-40;-1;35;1;1
-39;-1;26;1;1
-27;-1;19;1;1
-25;0;21;1;1
-24;0;31;1;1
-14;0;15;1;1
-31;-1;17;1;1
-24;0;31;1;1
-18;0;17;1;1
-24;0;16;1;1
-17;0;17;1;1
-41;-1;28;1;1
-22;0;35;1;1
-24;0;31;1;1
-22;0;33;1;1
-41;-1;30;1;1
-26;-1;19;1;1
-29;-1;36;1;1
-29;-1;30;1;1
-28;-1;30;1;1
-16;0;27;1;1
-22;0;34;1;1
-30;-1;32;1;1
-30;-1;29;1;1
-30;-1;30;1;1
-31;-1;19;1;1
-41;-1;24;1;1
-19;0;37;1;1
-35;-1;20;1;1
-24;0;16;1;1
-39;-1;14;1;1
-17;0;17;1;1
-21;0;33;1;1
-16;0;26;1;1
-18;0;13;1;1
-14;0;15;1;1
-23;0;35;1;1
-30;-1;20;1;1
-22;0;34;1;1
-38;-1;25;1;1
-24;0;15;1;1
-17;0;22;1;1
-18;0;19;1;1
-40;-1;21;1;1
-36;-1;12;1;1
-22;0;29;1;1
-23;0;30;1;1
-28;-1;37;1;1
-30;-1;12;1;1
-14;0;35;1;1
-22;0;34;1;1
-22;0;33;1;1
-30;-1;34;1;1
-32;-1;20;1;1
-40;-1;14;1;1
-28;-1;18;1;1
-27;-1;31;1;1
-29;-1;19;1;1
-32;-1;23;1;1
-32;-1;23;1;1
-18;0;26;1;1
-24;0;31;1;1
-29;-1;19;1;1
-28;-1;34;1;1
-30;-1;13;1;1
-24;0;16;1;1
-18;0;36;1;1
-38;-1;21;1;1
-40;-1;23;1;1
-31;-1;29;1;1
-40;-1;36;1;1
-40;-1;14;1;1
-36;-1;13;1;1
-24;0;32;1;1
-36;-1;19;1;1
-28;-1;18;1;1
-30;-1;29;1;1
-16;0;25;1;1
-30;-1;35;1;1
-30;-1;30;1;1
-26;-1;17;1;1
-36;-1;13;1;1
-35;-1;31;1;1
-30;-1;32;1;1
-32;-1;26;1;1
-20;0;36;1;1
-29;-1;19;1;1
-14;0;24;1;1
-17;0;17;1;1
-22;0;33;1;1
-29;-1;19;1;1
-20;0;35;1;1
-31;-1;25;1;1
-28;-1;30;1;1
-14;0;35;1;1
-34;-1;13;1;1
-35;-1;13;1;1
-17;0;17;1;1
-38;-1;29;1;1
-19;0;26;1;1
-16;0;26;1;1
-24;-1;32;1;1
-27;-1;31;1;1
-25;-1;14;1;1
-33;-1;30;1;1
-39;-1;22;1;1
-18;0;31;1;1
-31;-1;17;1;1
-22;0;34;1;1
-30;-1;25;1;1
-22;0;34;1;1
-37;-1;32;1;1
-28;-1;30;1;1
-24;-1;32;1;1
-34;-1;38;1;1
-32;-1;22;1;1
-16;0;28;1;1
-24;-1;21;1;1
-40;-1;24;1;1
-39;-1;11;1;1
-18;0;29;1;1
-41;-1;29;1;1
-26;-1;13;1;1
-31;-1;25;1;1
-22;0;24;1;1
-33;-1;20;1;1
-38;-1;29;1;1
-19;0;37;1;1
-40;-1;28;1;1
-38;-1;15;1;1
-16;0;26;1;1
-22;0;33;1;1
-41;-1;29;1;1
-34;-1;34;1;1
-18;0;33;1;1
-18;0;28;1;1
-32;-1;20;1;1
-13;0;14;1;1
-29;-1;19;1;1
-23;0;24;1;1
-14;0;35;1;1
-32;-1;24;1;1
-30;-1;25;1;1
-33;-1;28;1;1
-37;-1;12;1;1
-39;-1;30;1;1
-19;0;26;1;1
-40;-1;24;1;1
-37;-1;12;1;1
-20;0;27;1;1
-13;0;15;1;1
-24;-1;17;1;1
-39;-1;23;1;1
-23;0;35;1;1
-21;0;34;1;1
-22;0;34;1;1
-19;0;30;1;1
-14;0;35;1;1
